token,rating,standarddeviation,rawrating
walay hinungdan,-0.8,1.16619,"[-3, -1, -2, 0, 1, -1, -1, 1, -1, -1]"
hinungdan,-0.8,1.6,"[-2, 0, -2, 1, -1, 0, 1, 1, -4, -2]"
trivialises,-1.1,0.53852,"[-1, -1, -1, 0, -1, -1, -1, -2, -2, -1]"
walay hinungdan,-1.4,0.66332,"[-2, -1, -2, -1, 0, -1, -2, -1, -2, -2]"
trivialities,-1,0.63246,"[-2, -2, -1, -1, -1, 0, 0, -1, -1, -1]"
triviality,-0.5,1.11803,"[-1, -1, -2, 0, -1, -1, 2, -1, 1, -1]"
trivialization,-0.9,1.04403,"[-1, 2, -1, -1, -2, -2, -1, -1, -1, -1]"
trivializations,-0.7,1.18743,"[-2, -1, -1, -2, 1, -1, -1, -1, 2, -1]"
walay hinungdan,-1.1,0.53852,"[0, -2, -2, -1, -1, -1, -1, -1, -1, -1]"
hinungdan,-0.6,0.8,"[-1, -1, 0, 0, -1, -1, 1, -1, 0, -2]"
walay hinungdan,-1,0.7746,"[-1, -1, -1, 0, -1, 0, -1, -1, -1, -3]"
hinungdan,-0.6,1.95959,"[-1, -1, -2, -1, -1, 2, -2, -4, 1, 3]"
hinungdan,0.4,1.56205,"[-1, -1, -1, -1, 0, 3, 0, 2, 3, 0]"
trivium,-0.3,0.64031,"[0, 0, -2, 0, 0, 0, 0, -1, 0, 0]"
kasamok,-1.7,0.64031,"[-2, -2, -1, -1, -3, -2, -1, -2, -1, -2]"
nasamok,-2,0.44721,"[-2, -2, -2, -1, -2, -3, -2, -2, -2, -2]"
tigsamok,-2,0.63246,"[-3, -2, -3, -2, -2, -1, -1, -2, -2, -2]"
kasamok,-2.2,0.74833,"[-3, -3, -3, -1, -3, -1, -2, -2, -2, -2]"
kasamok,-1.8,0.6,"[-2, -1, -1, -2, -2, -2, -3, -2, -1, -2]"
magsamok,-1.4,0.4899,"[-1, -1, -2, -1, -1, -1, -2, -2, -2, -1]"
kasamok,-1.9,0.3,"[-2, -2, -2, -2, -1, -2, -2, -2, -2, -2]"
kasamok,-2,0.44721,"[-2, -2, -2, -1, -2, -3, -2, -2, -2, -2]"
troubleshoot,0.8,0.9798,"[0, 0, 0, 2, 2, 2, 2, 0, 0, 0]"
troubleshooter,1,0.89443,"[0, 0, 0, 1, 2, 2, 0, 1, 2, 2]"
troubleshooter,0.8,0.87178,"[0, 0, 1, 2, 0, 1, 0, 2, 2, 0]"
troubleshooting,0.7,1.34536,"[0, 2, 1, 1, -1, 2, 0, 2, -2, 2]"
mga troubleshoot,0.5,0.92195,"[1, -1, 0, 0, 0, 0, 1, 0, 2, 2]"
samok,-2.3,0.78102,"[-3, -2, -3, -2, -3, -3, -1, -2, -1, -3]"
samok,-1.8,0.6,"[-3, -1, -2, -2, -1, -2, -2, -2, -2, -1]"
kasamok,-1.9,0.7,"[-2, -1, -2, -3, -2, -3, -1, -2, -1, -2]"
makasamok,-2.5,0.67082,"[-3, -3, -3, -3, -1, -2, -3, -2, -3, -2]"
samok,-2.1,0.53852,"[-2, -2, -2, -2, -2, -3, -2, -3, -1, -2]"
kasamok,-2.1,1.22066,"[-2, -3, -3, -3, -2, -1, 1, -2, -3, -3]"
kamatuoran,2.1,0.9434,"[2, 1, 1, 3, 3, 4, 2, 1, 2, 2]"
mas tinuod,1.5,0.67082,"[1, 2, 1, 2, 1, 1, 2, 1, 3, 1]"
labing tinuod,1.9,0.83066,"[2, 2, 2, 3, 3, 0, 2, 1, 2, 2]"
tinuod nga,1.9,0.9434,"[4, 3, 1, 2, 2, 1, 1, 1, 2, 2]"
pagsalig,2.3,1.26886,"[0, 4, 3, 3, 4, 1, 2, 2, 1, 3]"
kasaligan,2.1,0.7,"[1, 3, 3, 2, 2, 2, 1, 3, 2, 2]"
kasaligan,2.3,0.45826,"[2, 2, 3, 2, 2, 3, 3, 2, 2, 2]"
trustbuster,-0.5,1.28452,"[-3, -1, 0, 0, 0, 0, -2, 0, 2, -1]"
kasaligan,2.1,0.9434,"[3, 2, 2, 1, 4, 1, 2, 2, 3, 1]"
sinaligan,1,0.89443,"[2, 2, 0, 1, 1, 0, 2, 0, 2, 0]"
sinaligan,0.3,0.64031,"[0, 1, 0, 0, 2, 0, 0, 0, 0, 0]"
trusteeship,0.5,0.67082,"[0, 1, 1, 0, 0, 1, 0, 0, 2, 0]"
trusteeships,0.6,1.0198,"[3, 0, 0, 0, 0, 0, 0, 2, 1, 0]"
tigsalig,1.9,1.3,"[2, 2, 1, 1, 4, 0, 3, 1, 4, 1]"
kasaligan,2.1,0.9434,"[1, 2, 2, 1, 2, 2, 1, 3, 3, 4]"
kasaligan,1.5,0.67082,"[2, 1, 2, 1, 1, 3, 1, 2, 1, 1]"
pagkamasaligon,2.1,0.83066,"[3, 2, 3, 2, 3, 2, 2, 2, 0, 2]"
tigsalig,1.3,1.1,"[1, 1, 1, 2, 0, 0, 3, 0, 3, 2]"
sinaligan,1,0.7746,"[1, 1, 0, 2, 1, 0, 2, 0, 1, 2]"
labing kasaligan,2.2,0.87178,"[3, 2, 2, 3, 2, 2, 4, 1, 1, 2]"
kasaligan,1.6,0.91652,"[2, 0, 3, 1, 2, 1, 1, 1, 2, 3]"
pagsalig,1.6,0.91652,"[2, 3, 0, 1, 2, 2, 2, 2, 0, 2]"
pagsalig,1.7,1.00499,"[3, 0, 1, 2, 3, 0, 2, 2, 2, 2]"
masaligon,1.6,0.91652,"[3, 1, 2, 3, 2, 2, 0, 1, 1, 1]"
pagsalig,1.6,1.2,"[1, 2, 1, 3, 2, 1, 4, 2, 0, 0]"
pagsalig,-2.3,0.78102,"[-2, -4, -3, -2, -2, -3, -2, -2, -1, -2]"
tigsalig,0.4,0.66332,"[2, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
mga tigsalig,1.2,0.87178,"[0, 0, 2, 1, 1, 2, 2, 2, 0, 2]"
pagsalig,2.1,0.53852,"[2, 2, 2, 2, 1, 2, 2, 3, 2, 3]"
kasaligan,2.3,0.9,"[3, 1, 2, 2, 2, 1, 3, 4, 3, 2]"
kasaligan,1.8,0.74833,"[2, 1, 3, 1, 2, 2, 1, 2, 3, 1]"
kasaligan,2.6,0.91652,"[3, 2, 3, 4, 2, 4, 2, 3, 1, 2]"
kasaligan,2.2,0.74833,"[3, 2, 3, 1, 2, 2, 3, 2, 1, 3]"
kamatuoran,1.3,1.00499,"[2, 1, 0, 1, 1, 0, 3, 3, 1, 1]"
tinuod,2,0.63246,"[2, 2, 1, 3, 3, 2, 1, 2, 2, 2]"
tinuod,1.9,1.04403,"[3, 1, 3, 0, 2, 1, 3, 2, 1, 3]"
kamatuoran,1.7,1.1,"[3, 2, 2, 2, 1, -1, 3, 2, 2, 1]"
kamatuoran,1.8,0.87178,"[0, 1, 1, 3, 2, 2, 3, 2, 2, 2]"
tumor,-1.6,1.49666,"[-3, -2, -2, -1, -2, 1, -4, 1, -2, -2]"
kaguliyang,-1.5,0.92195,"[-1, -1, -3, -3, -2, -2, -1, -1, 0, -1]"
twat,-3.4,0.91652,"[-3, -4, -4, -4, -3, -1, -4, -4, -3, -4]"
ugh,-1.8,0.9798,"[-1, -1, -1, -1, -1, -2, -4, -2, -3, -2]"
mas ngil-ad,-2.2,0.87178,"[-2, -2, -1, -3, -4, -1, -3, -2, -2, -2]"
laksot,-2.2,0.87178,"[-2, -2, -1, -3, -4, -1, -3, -2, -2, -2]"
ngil-ad,-2,0.89443,"[-2, -2, -1, -3, -4, -1, -2, -2, -1, -2]"
pinakangil-ad,-2.8,0.74833,"[-3, -3, -4, -3, -3, -3, -3, -3, -1, -2]"
pagdaot,-2.2,0.87178,"[-3, -1, -2, -2, -1, -2, -4, -3, -2, -2]"
nangil-ad,-1.5,0.67082,"[-1, -1, -3, -2, -2, -1, -1, -1, -2, -1]"
nagdaot,-1.8,0.74833,"[-1, -1, -3, -2, -3, -1, -2, -2, -2, -1]"
mangil-ad,-2.1,0.9434,"[-3, -3, -1, -4, -2, -2, -1, -2, -1, -2]"
makadaut,-2.2,0.4,"[-3, -2, -2, -2, -2, -2, -2, -2, -3, -2]"
ngil-ad,-2.1,0.3,"[-3, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
kangil-ad,-2.7,0.9,"[-4, -2, -3, -2, -4, -2, -4, -2, -2, -2]"
ngil-ad,-2.5,1.0247,"[-3, -3, -2, -1, -1, -3, -2, -2, -4, -4]"
mangil-ad,-2.3,0.9,"[-3, -2, -1, -2, -4, -1, -3, -2, -2, -3]"
wala gipabilhan,-1.7,0.78102,"[-1, -3, -2, -1, -1, -1, -2, -1, -2, -3]"
wala mahibalo,-0.8,0.4,"[-1, -1, -1, 0, -1, -1, 0, -1, -1, -1]"
wala masayod,-0.8,0.4,"[-1, -1, -1, 0, -1, -1, 0, -1, -1, -1]"
walay pagtuo,-0.8,0.4,"[0, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
walay pagpihig,-0.1,1.22066,"[-2, -1, 2, 1, 0, -1, -1, 1, 1, -1]"
walay kasiguradohan,-1.2,0.6,"[-2, -1, -2, -1, -1, -1, 0, -1, -2, -1]"
walay siguro,-1.2,0.6,"[-2, -1, -2, -1, -1, -1, 0, -1, -2, -1]"
kawalay kasiguroan,-1.3,0.45826,"[-2, -2, -1, -1, -1, -1, -1, -2, -1, -1]"
walay kasiguroan,-1.4,0.66332,"[-3, -2, -1, -1, -1, -1, -1, -2, -1, -1]"
walay kasigurohan,-1.4,0.4899,"[-1, -1, -2, -1, -2, -1, -2, -1, -2, -1]"
hanap,-1,0.44721,"[-2, -1, 0, -1, -1, -1, -1, -1, -1, -1]"
wala mahimutang,-1.6,0.4899,"[-2, -1, -2, -1, -1, -2, -2, -1, -2, -2]"
walay pagtagad,-0.9,0.83066,"[-2, -2, -1, 1, -1, -1, -1, 0, -1, -1]"
walay pagpakabana,-0.9,0.83066,"[-2, -2, -1, 1, -1, -1, -1, 0, -1, -1]"
wala makumpirma,-0.5,0.67082,"[0, -1, 0, -1, 0, -1, 0, 0, -2, 0]"
walay kredito,-1,1.09545,"[-1, -2, -2, 2, -1, -2, -1, -1, -1, -1]"
wala makahukom,-0.9,0.9434,"[-1, 0, -1, 0, -1, -1, -2, 0, -3, 0]"
banabana,-1.2,0.4,"[-1, -2, -1, -1, -1, -1, -1, -1, -2, -1]"
pagpaubos,-1.2,0.4,"[-1, -2, -1, -1, -1, -1, -1, -1, -2, -1]"
ipakaubos,-1.2,0.4,"[-1, -2, -1, -1, -1, -1, -1, -1, -2, -1]"
gipakaubos,-1.1,0.53852,"[-1, -1, -1, -2, 0, -1, -2, -1, -1, -1]"
pagpaubos,-1.1,1.64012,"[-2, -4, -1, -1, -1, -1, 3, -1, -2, -1]"
makapahuyang,-1.2,1.16619,"[-2, -2, -1, -1, -1, -1, 2, -2, -2, -2]"
poohon,-1.2,1.16619,"[-2, -2, -1, -1, -1, -1, 2, -2, -2, -2]"
gipahuyang,-1.5,0.67082,"[-1, -2, -1, -3, -1, -1, -1, -2, -2, -1]"
gidaot,-1.5,0.67082,"[-1, -2, -1, -3, -1, -1, -1, -2, -2, -1]"
makapahuyang,-1.4,0.4899,"[-1, -2, -1, -2, -1, -1, -1, -2, -2, -1]"
pagdaot,-1.5,0.67082,"[-1, -3, -1, -2, -2, -1, -1, -1, -2, -1]"
pagkabalaka,-1.7,0.64031,"[-2, -2, -2, -1, -1, -2, -1, -3, -1, -2]"
kasamok,-1.7,0.64031,"[-2, -2, -2, -1, -1, -2, -1, -3, -1, -2]"
pagkabalaka,-1.6,0.4899,"[-2, -2, -1, -2, -1, -1, -2, -2, -1, -2]"
mga kasamok,-1.8,0.87178,"[-2, -1, -4, -1, -1, -2, -2, -2, -1, -2]"
kawalay trabaho,-1.9,0.7,"[-2, -1, -2, -3, -1, -2, -1, -2, -2, -3]"
walay katumbas,0.5,1.80278,"[-2, 3, 0, 3, 3, 0, 0, 0, -2, 0]"
walay pokus,-1.7,0.64031,"[-2, -1, -2, -1, -1, -2, -3, -2, -1, -2]"
alaot,-2,0.63246,"[-2, -2, -2, -3, -3, -1, -2, -1, -2, -2]"
malas,-2,0.63246,"[-2, -2, -2, -3, -3, -1, -2, -1, -2, -2]"
sa kasubo,-1.4,0.91652,"[-2, -1, -2, -2, 1, -2, -1, -1, -2, -2]"
intawn,-1.4,0.91652,"[-2, -1, -2, -2, 1, -2, -1, -1, -2, -2]"
mga alaot,-1.9,0.7,"[-2, -3, -1, -1, -2, -2, -2, -1, -3, -2]"
wala matuman,-1.8,0.4,"[-2, -2, -2, -2, -1, -2, -2, -1, -2, -2]"
walay utang buot,-2,0,"[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
masulub-on,-2.4,0.8,"[ -2, -2, -1, -4, -3, -3, -2, -2, -2, -3]"
kasubo,-2.4,0.66332,"[-3, -2, -2, -3, -2, -2, -3, -1, -3, -3]"
kasubo,-2.2,0.87178,"[-3, -4, -2, -2, -2, -2, -1, -2, -1, -3]"
nahiusa,1.6,0.66332,"[1, 2, 2, 1, 2, 1, 2, 1, 3, 1]"
wala nakadayeg,-1.4,0.66332,"[-1, -1, -1, -2, -1, -2, -1, -1, -3, -1]"
walay salabutan,-2,1.18322,"[-1, -2, -3, -1, -1, -4, -1, -1, -4, -2]"
walay labot,-2.2,0.9798,"[-2, -1, -3, -2, -1, -3, -1, -2, -4, -3]"
walay labot,-2,1.18322,"[-4, -1, -3, -2, -1, -4, -1, -1, -2, -1]"
nagkahiusa,1.8,0.6,"[1, 2, 2, 2, 1, 2, 2, 1, 2, 3]"
walay kaluoy,-1.6,0.66332,"[-2, -2, -1, -1, -1, -2, -3, -1, -1, -2]"
wala higugmaa,-1.9,0.53852,"[-1, -2, -2, -1, -2, -2, -3, -2, -2, -2]"
unlovelier,-1.9,0.7,"[-2, -2, -1, -3, -1, -2, -1, -3, -2, -2]"
pagkawalay gugma,-2,0.89443,"[-2, -3, -1, -1, -3, -1, -3, -2, -3, -1]"
walay gugma,-2.3,0.45826,"[-2, -3, -2, -3, -2, -2, -2, -3, -2, -2]"
walay kadasig,-1.4,0.4899,"[-2, -2, -1, -1, -1, -2, -2, -1, -1, -1]"
walay panalipod,-1.5,0.67082,"[-2, -2, -1, -1, -3, -1, -1, -2, -1, -1]"
wala masusi,-1.1,0.7,"[-2, -1, -1, -1, -1, -2, -2, 0, 0, -1]"
wala matagbaw,-1.7,0.64031,"[-2, -1, -2, -1, -1, -2, -3, -1, -2, -2]"
walay kasegurohan,-1.6,0.4899,"[-1, -2, -2, -1, -1, -2, -1, -2, -2, -2]"
wala mahimutang,-1.3,0.45826,"[-1, -1, -1, -2, -2, -1, -2, -1, -1, -1]"
wala molampos,-1.5,0.5,"[-2, -1, -1, -2, -2, -1, -1, -1, -2, -2]"
pakyas,-1.5,0.5,"[-2, -1, -1, -2, -2, -1, -1, -1, -2, -2]"
wala molampos,-1.7,0.78102,"[-2, -2, -1, -1, -1, -2, -3, -3, -1, -1]"
walay suporta,-1.7,0.78102,"[-2, 0, -3, -2, -2, -1, -2, -2, -1, -2]"
walay buling,1.6,1.35647,"[3, 2, 2, 1, 1, 2, -2, 3, 2, 2]"
walay hugaw,1.6,1.35647,"[3, 2, 2, 1, 1, 2, -2, 3, 2, 2]"
masuko,-1.6,0.4899,"[-1, -1, -2, -2, -1, -1, -2, -2, -2, -2]"
mopasilo,-1.6,0.4899,"[-1, -1, -2, -2, -1, -1, -2, -2, -2, -2]"
naglagot,-1.5,0.67082,"[-2, -3, -1, -1, -1, -1, -2, -2, -1, -1]"
makapasuko,-1.9,0.7,"-2, -2, -1, -1, -3, -2, -3, -1, -2, -2]"
naglagot,-1.9,0.7,"-2, -2, -1, -1, -3, -2, -3, -1, -2, -2]"
makapasuko,-2,0.63246,"[-3, -3, -1, -2, -2, -2, -2, -2, -1, -2]"
mga naglagot,-2,0.63246,"[-3, -3, -1, -2, -2, -2, -2, -2, -1, -2]"
makapasuko,-2.1,0.53852,"[-2, -3, -2, -3, -2, -1, -2, -2, -2, -2]"
makapalagot,-2.1,0.53852,"[-2, -3, -2, -3, -2, -1, -2, -2, -2, -2]"
pataas,-1.6,0.4899,"[-2, -1, -2, -1, -1, -2, -2, -1, -2, -2]"
naghuot,-1.6,0.4899,"[-2, -1, -2, -1, -1, -2, -2, -1, -2, -2]"
pagkabug-at,-1.2,0.4,"[-1, -2, -1, -2, -1, -1, -1, -1, -1, -1]"
dinalian,0.8,1.16619,"[3, -1, 0, 1, 1, 0, 0, 0, 2, 2]"
mapuslanon,1.9,0.83066,"[2, 1, 1, 2, 2, 4, 2, 1, 2, 2]"
magamit,1.9,0.83066,"[2, 1, 1, 2, 2, 4, 2, 1, 2, 2]"
mapuslanon,1.8,0.6,"[2, 2, 1, 3, 1, 2, 1, 2, 2, 2]"
pagkamapuslanon,1.2,1.32665,"[3, 1, 3, -1, 2, 2, 1, 1, -1, 1]"
walay pulos,-1.8,0.4,"[-2, -1, -2, -2, -1, -2, -2, -2, -2, -2]"
walay gamit,-1.8,0.4,"[-2, -1, -2, -2, -1, -2, -2, -2, -2, -2]"
walay pulos,-1.5,0.67082,"[-2, -3, -1, -1, -1, -1, -2, -2, -1, -1]"
pagkawalay kapuslanan,-1.6,0.8,"[-3, -2, -2, -2, -1, -2, 0, -1, -1, -2]"
vv,-2.9,0.9434,"[-3, -3, -4, -3, -1, -3, -4, -2, -4, -2]"
walay klaro,-0.4,0.8,"[0, -1, -1, -1, 0, -1, 1, -1, 1, -1]"
kawang,-1.8,0.6,"[-2, -1, -2, -3, -2, -1, -1, -2, -2, -2]"
walay kapuslanan,-1.8,0.6,"[-2, -1, -2, -3, -2, -1, -1, -2, -2, -2]"
balido ang,1.5,0.92195,"[1, 2, 1, 1, 1, 3, 1, 3, 0, 2]"
gi-validate,0.9,0.83066,"[2, 1, 0, 1, 1, 0, 2, 0, 0, 2]"
nagpamatuod sa,1.4,0.66332,"[1, 1, 1, 2, 3, 1, 2, 1, 1, 1]"
pag-validate,1.4,0.8,"[2, 2, 1, 3, 0, 2, 1, 1, 1, 1]"
bililhon,2.1,0.83066,"[3, 2, 4, 2, 2, 2, 2, 1, 1, 2]"
pagkabililhon,1.7,0.78102,"[2, 2, 1, 3, 3, 2, 1, 1, 1, 1]"
bililhong mga butang,2.1,0.83066,"[4, 1, 2, 2, 3, 2, 1, 2, 2, 2]"
bililhon,2.3,1.00499,"[3, 4, 4, 1, 2, 2, 2, 2, 1, 2]"
bili,1.4,1.11355,"[2, 3, 0, 1, 1, 3, 0, 2, 0, 2]"
gipabilhan,1.9,0.7,"[3, 1, 2, 1, 2, 2, 2, 3, 2, 1]"
nagkantidad og,1.9,0.7,"[3, 1, 2, 1, 2, 2, 2, 3, 2, 1]"
mga mithi,1.7,1.18743,"[2, 2, 2, 4, 0, 1, 0, 1, 3, 2]"
nagpabili,1.4,0.91652,"[1, 0, 3, 2, 2, 2, 2, 0, 1, 1]"
kakawangan,-0.9,1.7,"[-2, -3, -3, 0, -2, -1, 2, 2, -1, -1]"
hukom,0.6,0.91652,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2]"
mga hukom,0.3,1.1,"[0, 0, 0, 0, 2, 2, 0, -2, 1, 0]"
gitugyanan,0.6,1.28062,"[2, -2, 1, 3, 1, 0, 0, 1, 0, 0]"
kasamok,-1.9,1.04403,"[0, -2, -3, -3, -2, -2, -2, -3, 0, -2]"
makapasuko,-2,0.44721,"[-2, -2, -2, -1, -2, -2, -2, -3, -2, -2]"
makapaguol,-2,0.44721,"[-2, -2, -2, -1, -2, -2, -2, -3, -2, -2]"
lagsik,2.4,0.8,"[2, 3, 1, 1, 3, 3, 3, 2, 3, 3]"
bangis,-1.5,1.5,"[1, -2, -3, -1, -1, -3, 1, -3, -1, -3]"
mapintas,-1.3,1.26886,"[-2, -3, -1, -2, -2, -1, -1, 2, -1, -2]"
kapintasan,-2.4,1.35647,"[-3, -1, -4, -2, -3, -3, 1, -3, -3, -3]"
mga kapintasan,-0.6,1.62481,"[0, -1, -1, -3, 0, -3, 2, 1, 1, -2]"
biktima,-1.1,1.92094,"[-1, -2, 2, -3, -3, -2, -3, 1, 2, -2]"
pagkabiktima,-2,0.44721,"[-2, -2, -2, -2, -2, -1, -3, -2, -2, -2]"
mga biktima,-0.9,1.37477,"[-1, 0, -1, 1, -2, -1, -4, 1, -1, -1]"
biktimahon,-1.1,1.92094,"[-3, -3, -2, -2, -1, 2, -2, 1, -3, 2]"
nabiktima,-1.5,1.56525,"[-2, -2, -2, 1, -3, 2, -2, -3, -2, -2]"
mga biktima,-1.2,2.31517,"[-3, -3, -4, 2, -2, -2, 1, 2, 1, -4]"
pagbiktima,-2.5,0.67082,"[-3, -1, -3, -2, -2, -3, -3, -2, -3, -3]"
pagbiktima,-2.3,0.78102,"[-1, -3, -3, -2, -3, -1, -3, -2, -3, -2]"
mga pagbiktima,-1.5,1.85742,"[-2, -3, -3, -1, -2, 2, 2, -2, -3, -3]"
biktimahon,-2.5,0.67082,"[-3, -2, -4, -2, -2, -2, -2, -3, -3, -2]"
nabiktima,-1.8,1.53623,"[-2, -1, -3, -3, -3, 1, 1, -2, -3, -3]"
biktima,-1.8,1.72047,"[-3, -2, -3, -3, -2, 2, 1, -2, -3, -3]"
mga biktima,-1.6,1.68523,"[-3, -2, -3, 1, -3, -1, -2, 2, -2, -3]"
nabiktima,-1.5,1.9105,"[-2, -1, -4, -3, -2, 2, 2, -2, -3, -2]"
pagbiktima,-2.6,0.4899,"[-2, -3, -3, -3, -2, -3, -2, -3, -2, -3]"
walay biktima,0.6,0.4899,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 1]"
mga biktima,-0.6,1.35647,"[-2, 0, -2, -1, 0, 2, 1, 0, -2, -2]"
victimologist,-0.5,0.67082,"[0, -1, -1, 0, 0, 0, 0, -1, -2, 0]"
mga biktima,-0.4,0.91652,"[0, 1, 0, -2, -2, 0, 0, 0, -1, 0]"
biktimaolohiya,0.3,1.00499,"[0, 0, 0, -1, 0, 1, 0, 0, 3, 0]"
mga biktima,-1.3,2.05183,"[-3, -1, -3, -3, -3, 2, 1, -2, 2, -3]"
mabinantayon,0.7,0.9,"[0, 2, 0, 2, 0, -1, 1, 1, 1, 1]"
kusog,1.1,1.37477,"[0, 3, 2, 1, 2, 2, 0, 1, -2, 2]"
lagsik,-0.4,1.2,"[0, -3, -1, -1, 0, -1, 0, 0, 2, 0]"
nagpalagsik,0.4,1.56205,"[0, 0, 2, 1, 2, 0, -2, -2, 0, 3]"
kusog,1.5,0.67082,"[2, 0, 1, 2, 2, 1, 2, 1, 2, 2]"
kusog,0.5,0.92195,"[0, 0, 0, 1, 2, 0, 2, -1, 1, 0]"
kabaskog,0.4,1.11355,"[0, 3, 0, -1, -1, 0, 0, 1, 1, 1]"
mga kalagsik,1,1,"[0, 1, 0, 1, 0, 0, 1, 3, 2, 2]"
kusog,0.9,0.9434,"[0, 2, 2, 2, 1, 1, 0, 1, -1, 1]"
mg kalagsik,0.4,1.68523,"[-4, 1, 1, 1, -1, 1, 2, 2, 0, 1]"
daotan,-3.1,0.83066,"[-4, -2, -4, -4, -2, -3, -3, -3, -2, -4]"
kontrabida,-2.6,0.4899,"[-3, -2, -2, -3, -2, -2, -3, -3, -3, -3]"
pagkadaotan,-2.9,0.53852,"[-3, -2, -3, -4, -3, -2, -3, -3, -3, -3]"
mga kontrabida,-2,1.18322,"[-2, -3, -2, -2, -2, -3, 1, -3, -1, -3]"
mga kontrabida,-2.3,1.00499,"[-3, -2, -3, -3, -3, -1, -3, -2, -3, 0]"
kontrabida,-2,0.63246,"[-3, -2, -1, -2, -2, -2, -2, -1, -2, -3]"
daotan,-2.9,0.53852,"[-3, -3, -3, -3, -3, -4, -2, -3, -2, -3]"
pagka kontrabida,-2.7,0.9,"-4, -3, -4, -3, -1, -3, -2, -2, -2, -3]"
mga kontrabida,-3.4,0.91652,"[-4, -3, -4, -3, -4, -3, -4, -4, -1, -4]"
kontrabida,-2.6,0.4899,"[-3, -2, -3, -3, -2, -2, -2, -3, -3, -3]"
pagbindikar,0.3,1.95192,"[2, -1, -2, -3, -1, 3, 0, 3, 1, 1]"
mapanghimatud-an,0.3,1.95192,"[2, -1, -2, -3, -1, 3, 0, 3, 1, 1]"
gipanghimatud- an,1.8,1.16619,"[1, 3, -1, 2, 2, 1, 3, 2, 2, 3]"
nagpamatuod sa,1.6,0.66332,"[2, 3, 2, 2, 2, 1, 1, 1, 1, 1]"
pagpanghimatuod,-1.1,1.97231,"[-3, -2, 2, -3, -2, 1, 1, 1, -3, -3]"
paglapas,-2.2,0.6,"[-3, -3, -2, -3, -2, -2, -1, -2, -2, -2]"
supakon,-2.2,0.6,"[-3, -3, -2, -3, -2, -2, -1, -2, -2, -2]"
gilapas,-2.4,0.66332,"[-3, -3, -3, -3, -2, -3, -1, -2, -2, -2]"
malapason,-2.6,0.91652,"[-3, -3, -4, -4, -2, -3, -2, -2, -2, -1]"
mga nakalapas,-2.4,0.8,"[-1, -3, -1, -2, -3, -3, -3, -2, -3, -3]"
nakalapas,-2.3,0.9,"[-3, -2, -4, -3, -2, -3, -2, -2, -1, -1]"
paglapas,-2.5,0.92195,"[-2, -3, -3, -1, -3, -2, -4, -1, -3, -3]"
paglapas,-2.2,0.9798,"[-3, -1, -1, -3, -3, -2, -1, -2, -2, -4]"
pagsupak,-2.2,0.9798,"[-3, -1, -1, -3, -3, -2, -1, -2, -2, -4]"
mga paglapas,-2.4,0.66332,"[-2, -2, -2, -3, -2, -4, -2, -2, -2, -3]"
malapason,-2.4,0.66332,"[-2, -3, -3, -3, -1, -3, -2, -2, -2, -3]"
nakalapas,-2.4,1.0198,"[-1, -4, -3, -2, -3, -2, -2, -1, -4, -2]"
mga malapason,-1.9,1.51327,"[-2, 2, -3, -4, -1, -2, -3, -2, -2, -2]"
kapintasan,-3.1,0.53852,"[-2, -3, -3, -3, -3, -4, -4, -3, -3, -3]"
bayolente,-2.9,0.53852,"[-3, -3, -3, -3, -3, -4, -3, -2, -2, -3]"
mapintas,-2.9,0.53852,"[-3, -3, -3, -3, -3, -4, -3, -2, -2, -3]"
mapintas,-2.8,0.74833,"[-3, -3, -2, -3, -3, -3, -4, -1, -3, -3]"
hiyas,1.8,0.74833,"[1, 2, 3, 2, 2, 2, 3, 1, 1, 1]"
walay birtud,-1.4,1.0198,"[-2, 0, -2, -3, -1, -3, -1, -1, -1, 0]"
walay hiyas,-1.4,1.0198,"[-2, 0, -2, -3, -1, -3, -1, -1, -1, 0]"
mga hiyas,1.5,0.80623,"[2, 2, 2, 1, 0, 1, 3, 1, 2, 1]"
virtuosa,1.7,1.48661,"[0, 4, 2, 3, 2, 3, 0, 2, -1, 2]"
virtuosas,1.8,0.87178,"[2, 3, 1, 2, 1, 0, 3, 2, 2, 2]"
hiyas,1,1.41421,"[2, 1, 0, 2, 1, -1, 1, 1, -1, 4]"
virtuosi,0.9,1.37477,"[2, 0, 0, 2, 1, 0, 0, 1, -1, 4]"
virtuosic,2.2,1.07703,"[2, 2, 4, 1, 0, 3, 3, 2, 2, 3]"
pagkamaayo,2.1,0.83066,"[3, 3, 3, 2, 1, 3, 2, 2, 1, 1]"
birtuoso,2,1,"[2, 2, 3, 2, 1, 0, 3, 3, 3, 1]"
birtuosos,1.8,1.16619,"[2, 3, 1, -1, 2, 1, 3, 3, 2, 2]"
mahiyason,2.4,1.2,"[0, 3, 2, 1, 3, 4, 2, 2, 4, 3]"
mahiyason,1.8,1.16619,"[3, 2, 3, 1, 3, 1, -1, 2, 2, 2]"
pagkamahiyason,2,1.09545,"[3, 4, 2, 2, 0, 1, 2, 3, 2, 1]"
